,Rank,Name,in 2021 ranking,in 2020 ranking,Country,Sector,Absolute Growth Rate %,Compound Annual Growth Rate (CAGR) %,Revenue 2020 (€),Revenue 2017 (€),Number of employees 2020,Number of employees 2017,Founding Year
201,202.0,Winter in Venice,No,No,UK,Beauty,710.72,100.89,12682062.0,1575522.0,6.0,4,2010.0
202,203.0,Infratech Bau,Yes,Yes,Germany,Construction,710.04,100.83,60067088.0,7415334.0,72.0,18,2007.0
203,204.0,4Streets Building Innovation Tunnels Bridges Roads,No,No,Italy,Construction,708.86,100.74,6739630.0,833230.0,46.0,3,2016.0
204,205.0,Landbay,Yes,Yes,UK,Fintech,708.18,100.68,8980496.0,1119178.0,95.0,31,2013.0
205,206.0,Degoo,No,No,Sweden,Technology,708.03,100.67,1973775.0,249818.0,18.0,3,2012.0
206,207.0,Franco Fresco,Yes,Yes,Germany,Food & Beverage,707.67,100.64,50723858.0,6280267.0,320.0,52,2016.0
207,208.0,Lendable,No,No,UK,Fintech,707.63,100.63,40305193.0,5026349.0,84.0,25,2014.0
208,209.0,Ulrich Müller Wealth Academy,No,No,Germany,Education,698.59,99.88,3516744.0,440369.0,6.0,2,2014.0
209,210.0,cerascreen,Yes,Yes,Germany,Health,698.46,99.87,10499782.0,1315000.0,84.0,19,2012.0
210,211.0,Eqinov,Yes,No,France,Energy,696.48,99.71,70183744.0,8811708.0,43.0,24,2011.0
211,212.0,Serre Famiglia Pederiva Viticoltori dal 1958,No,No,Italy,Food & Beverage,695.08,99.59,9022020.0,1134730.0,12.0,7,1996.0
212,213.0,Bloom & Wild,No,No,UK,Ecommerce,693.19,99.43,155595726.0,19757296.0,170.0,68,2013.0
213,214.0,Bräutigam,No,No,Germany,Automobiles,693.15,99.43,6315124.0,796207.0,29.0,9,2016.0
214,215.0,Newil & Bau,Yes,No,Finland,Construction,693.05,99.42,19420672.0,2448858.0,7.0,1,2006.0
215,216.0,ID Finance,Yes,Yes,Spain,Fintech,687.67,98.97,103634000.0,13157000.0,411.0,271,2015.0
216,217.0,Kry,No,No,Sweden,Health,683.39,98.61,77764611.0,10152222.0,600.0,74,2014.0
217,218.0,Sixth Sense,Yes,No,Italy,Technology,682.63,98.54,3916570.0,500440.0,25.0,4,2015.0
218,219.0,Nethive,Yes,No,Italy,Cyber Security,681.63,98.46,3960770.0,506730.0,19.0,7,2014.0
219,220.0,Latitude Investment Management,No,No,UK,Financial Services,680.23,98.34,1750466.0,225964.0,8.0,3,2016.0
220,221.0,Qred,Yes,Yes,Sweden,Fintech,679.7,98.29,30414122.0,3989355.0,68.0,10,2015.0
221,222.0,oculavis,No,No,Germany,Technology,678.11,98.16,3924472.0,504357.0,55.0,15,2016.0
222,223.0,The Information Lab,No,No,Italy,Technology,675.86,97.97,4253110.0,548180.0,30.0,5,2015.0
223,224.0,MD Sonnenschutztechnik,No,No,Germany,Construction,675.34,97.92,4068621.0,524750.0,10.0,6,2015.0
224,225.0,Syntio,No,No,Croatia,Technology,673.74,97.79,2127532.0,274966.0,43.0,7,2017.0
225,226.0,Bomae,No,No,Denmark,Financial Services,673.44,97.76,1662487.0,214713.0,13.0,3,2016.0
226,227.0,Gophr,No,No,UK,Technology,665.31,97.07,5738336.0,755191.0,18.0,6,2014.0
227,228.0,Memory PC,Yes,No,Germany,Retail,662.76,96.85,57375000.0,7522000.0,110.0,20,2012.0
228,229.0,Sollis Solargroßhandel,No,No,Germany,Retail,661.92,96.77,11860100.0,1556607.0,6.0,2,2017.0
229,230.0,Spotawheel,Yes,No,Greece,Automobiles,660.16,96.62,15646588.0,2058315.0,123.0,37,2015.0
230,231.0,Ooni Pizza Ovens,Yes,Yes,UK,Personal & Household Goods,656.17,96.28,63879414.0,8508398.0,83.0,18,2012.0
231,232.0,Robovox Distributions,No,No,Germany,Retail,655.91,96.26,19427000.0,2570000.0,35.0,10,2015.0
232,233.0,CentralNic Group,No,No,UK,Technology,655.01,96.18,197260279.0,26626422.0,650.0,92,2000.0
233,234.0,Bernd Andert Transporte,No,No,Germany,Transport,651.57,95.88,4105262.0,546226.0,83.0,16,2003.0
234,235.0,Bluewater Bio,No,No,UK,Technology,651.07,95.84,20201424.0,2708983.0,18.0,16,2007.0
235,236.0,Tecma Solutions,Yes,Yes,Italy,Technology,650.65,95.8,7319870.0,975140.0,107.0,25,2012.0
236,237.0,Delante,Yes,No,Poland,Sales & Marketing,645.92,95.39,2160094.0,316525.0,48.0,21,2015.0
237,238.0,intumind,Yes,No,Germany,Health,641.45,95.0,6560962.0,884885.0,15.0,8,2015.0
238,239.0,Saljol,No,No,Germany,Health,640.72,94.93,4146403.0,559778.0,15.0,10,2016.0
239,240.0,TKD Solutions,No,No,Germany,Telecoms,639.39,94.82,15874245.0,2146950.0,20.0,9,2014.0
240,241.0,Kuori,No,No,Finland,Technology,635.85,94.5,2501902.0,340000.0,15.0,5,2016.0
241,242.0,Ferroamp,Yes,No,Sweden,Energy,635.77,94.5,7645003.0,1062649.0,42.0,21,2010.0
242,243.0,Valor Real Estate Partners,No,No,UK,Financial Services,634.7,94.4,4534588.0,621636.0,23.0,6,2016.0
243,244.0,Anexiti,No,No,France,Technology,633.03,94.26,2565735.0,350019.0,14.0,2,2013.0
244,245.0,GENIUS,No,No,France,Support Services,631.54,94.12,2417902.0,330522.0,23.0,6,2017.0
245,246.0,Instilla,Yes,No,Italy,Advertising,629.15,93.91,2993310.0,410520.0,31.0,3,2015.0
246,247.0,FOOTDISTRICT,Yes,Yes,Spain,Ecommerce,628.49,93.85,14942262.0,2051133.0,60.0,12,2012.0
247,248.0,Spiideo,Yes,No,Sweden,Technology,627.38,93.76,4799358.0,674805.0,36.0,12,2012.0
248,249.0,ContractPodAi,No,No,UK,Technology,626.96,93.72,4875622.0,670685.0,118.0,14,2012.0
249,250.0,Tarhan Bauausführungen,No,No,Germany,Construction,625.88,93.62,1851000.0,255000.0,15.0,5,2017.0
250,251.0,Matillion,No,No,UK,Technology,624.36,93.49,24580709.0,3417815.0,218.0,44,2010.0
251,252.0,Extra Mile Live Service,No,No,Germany,Retail,623.62,93.42,2637501.0,364485.0,5.0,2,2017.0
252,253.0,LITTLEBIG CONNECTION,No,Yes,France,Support Services,612.55,92.43,111538883.0,15653388.0,173.0,17,2013.0
253,254.0,SPC General Service,Yes,No,Italy,Construction,611.08,92.3,6788660.0,954700.0,50.0,15,2011.0
254,255.0,jobandtalent,Yes,Yes,Spain,Technology,608.12,92.03,352879165.0,49833511.0,801.0,156,2008.0
255,256.0,Financial House,No,No,UK,Fintech,608.11,92.03,18766625.0,2669247.0,20.0,14,2016.0
256,257.0,MyLead,No,No,Poland,Sales & Marketing,607.97,92.02,2004501.0,309471.0,42.0,8,2013.0
257,258.0,Mia-Platform,Yes,Yes,Italy,Technology,605.35,91.78,6515510.0,923730.0,74.0,15,2016.0
258,259.0,Tecnimed,No,No,Italy,Health,604.94,91.74,9551790.0,1354980.0,32.0,20,1976.0
259,260.0,Longevity Partners,No,No,UK,Retail,601.43,91.42,2336243.0,335460.0,22.0,5,2015.0
260,261.0,NexumStp,Yes,Yes,Italy,Management Consulting,601.37,91.42,25667400.0,3659630.0,345.0,56,2015.0
261,262.0,G-ON,No,No,France,Support Services,598.1,91.12,1810459.0,259342.0,16.0,3,2016.0
262,263.0,Picnic,No,No,UK,Advertising,590.77,90.45,1508869.0,219999.0,10.0,3,2016.0
263,264.0,Egomnia,No,No,Italy,Technology,586.95,90.1,1901140.0,276750.0,36.0,2,2012.0
264,265.0,LoyaltyLion,No,No,UK,Technology,586.89,90.09,4483296.0,657382.0,40.0,10,2012.0
265,266.0,reMarkable,No,No,Norway,Technology,581.48,89.59,115793390.0,18106514.0,142.0,22,2016.0
266,267.0,Kubrick,Yes,No,UK,Management Consulting,580.1,89.46,32614354.0,4829922.0,673.0,119,2016.0
267,268.0,Contrader,Yes,No,Italy,Technology,579.81,89.44,4682960.0,688860.0,35.0,7,2012.0
268,269.0,SAMONT,Yes,No,Germany,Industrial Goods,579.56,89.41,19577339.0,2880891.0,89.0,39,2008.0
269,270.0,Sirive,No,No,Italy,Construction,578.64,89.33,4527690.0,667170.0,5.0,1,2017.0
270,271.0,Multienergia Verde,No,No,Spain,Energy,576.76,89.15,146453604.0,21640253.0,15.0,10,2014.0
271,272.0,Wielandts UPMT,No,No,Belgium,Technology,575.79,89.06,1529270.0,226295.0,6.0,1,2013.0
272,273.0,ASKET,No,No,Sweden,Fashion,573.05,88.81,6525278.0,991534.0,13.0,4,2015.0
273,274.0,Central Warehouse Solution,No,No,Czech Republic,Transport,569.09,88.44,1788545.0,274790.0,45.0,10,2015.0
274,275.0,Chef in Camicia,No,No,Italy,Advertising,566.63,88.2,2071960.0,310810.0,21.0,2,2015.0
275,276.0,Piper Homes,No,No,UK,Construction,566.22,88.17,30436232.0,4601266.0,28.0,9,2015.0
276,277.0,Alturas Cubiertas Y Fachadas,No,No,Spain,Construction,564.06,87.96,9375243.0,1411811.0,33.0,12,2014.0
277,278.0,Autosalon Uhingen,No,No,Germany,Automobiles,563.94,87.95,10540000.0,1587500.0,11.0,2,2015.0
278,279.0,Yumi Beauty,No,No,France,Chemicals & Pharmaceuticals,561.59,87.73,2678257.0,404819.0,5.0,1,2013.0
279,280.0,FOR ME LAB,No,No,France,Ecommerce,556.12,87.21,1652073.0,251795.0,7.0,2,2016.0
280,281.0,Stockholms Elbolag,No,No,Sweden,Energy,555.65,87.16,32265912.0,5033032.0,25.0,7,2015.0
281,282.0,Flohr,No,No,Germany,Waste management & recycling,555.52,87.15,21249638.0,3241629.0,84.0,21,1999.0
282,283.0,Agricodem,No,No,Italy,Agricultural Commodities,554.25,87.03,2856530.0,436610.0,4.0,1,2008.0
283,284.0,DACH Schutzbekleidung,No,No,Germany,Industrial Goods,552.07,86.82,45227730.0,6936038.0,80.0,14,2005.0
284,285.0,EM-Tec Energiemontagen,No,No,Germany,Construction,551.35,86.75,3002729.0,461000.0,16.0,7,2017.0
285,286.0,Wave Studio,No,No,Romania,Technology,550.0,86.63,4105688.0,656172.0,9.0,8,2014.0
286,287.0,bazzar,No,No,Croatia,Retail,548.14,86.45,6686617.0,1034093.0,17.0,3,2013.0
287,288.0,Cybersprint,Yes,No,The Netherlands,Cyber Security,548.05,86.44,2914738.0,449771.0,43.0,10,2015.0
288,289.0,Brandon Group,Yes,No,Italy,Ecommerce,546.65,86.3,32039000.0,4954590.0,34.0,19,2012.0
289,290.0,Feiniko Handelsgesellschaft,Yes,Yes,Germany,Retail,546.03,86.24,32168909.0,4979484.0,13.0,1,2014.0
290,291.0,PharmaGrin,No,No,Italy,Health,539.22,85.59,2701410.0,422610.0,21.0,2,2015.0
291,292.0,Life M,No,No,Czech Republic,Technology,538.99,85.57,2001844.0,322050.0,3.0,1,2016.0
292,293.0,Plásticos Dão / Sacos & Saquetas,No,No,Portugal,Industrial Goods,538.61,85.53,1946703.0,304833.0,16.0,5,2012.0
293,294.0,Logipal24,Yes,No,Germany,Transport,529.56,84.65,4967568.0,789058.0,70.0,19,2010.0
294,295.0,PastBook,Yes,Yes,The Netherlands,Technology,527.7,84.47,33651532.0,5361088.0,22.0,23,2012.0
295,296.0,Bluefin,Yes,No,UK,Ecommerce,527.48,84.45,28993287.0,4653721.0,21.0,6,2013.0
296,297.0,Milk & Honey PR,No,No,UK,Sales & Marketing,526.03,84.3,1528900.0,245974.0,18.0,4,2016.0
297,298.0,Prodeval,No,No,France,Energy,525.3,84.23,73514217.0,11756712.0,220.0,70,1990.0
298,299.0,Virta,Yes,Yes,Finland,Technology,524.73,84.18,11029402.0,1765457.0,110.0,23,2013.0
299,300.0,BizAway,Yes,No,Italy,Travel & Leisure,523.93,84.1,1989950.0,318940.0,28.0,4,2015.0
300,301.0,Karl & Léon,No,No,France,Retail,520.62,83.77,2391019.0,385266.0,6.0,2,2015.0
301,302.0,Identity,No,No,UK,Management Consulting,517.38,83.45,22885804.0,3733539.0,80.0,39,2001.0
302,303.0,BlackBelt Holding,No,No,Hungary,Technology,517.01,83.41,5695000.0,923000.0,55.0,4,2016.0
303,304.0,DYNVEO,No,No,France,Retail,515.99,83.31,3687780.0,598678.0,13.0,1,2010.0
304,305.0,Favi,No,No,Czech Republic,Ecommerce,515.51,83.26,24995030.0,4174549.0,29.0,7,2016.0
305,306.0,Hopkins,No,No,Finland,Sales & Marketing,514.46,83.16,4534346.0,737936.0,27.0,4,2016.0
306,307.0,AP Italian Luxury,Yes,No,Italy,Fashion,513.48,83.06,4283930.0,698300.0,7.0,3,2016.0
307,308.0,Novicap,Yes,Yes,UK,Fintech,513.18,83.03,3383802.0,551848.0,45.0,20,2015.0
308,309.0,IGLM Store,No,No,Italy,Ecommerce,509.86,82.7,7790420.0,1277410.0,5.0,1,2013.0
309,310.0,LUIS Technology,No,No,Germany,Technology,507.97,82.51,10000511.0,1644899.0,41.0,8,1999.0
310,311.0,Quantexa,Yes,No,UK,Fintech,505.07,82.22,33902755.0,5643295.0,275.0,55,2016.0
311,312.0,Enerbrain,No,No,Italy,Energy,502.79,81.99,4131370.0,685370.0,37.0,9,2014.0
312,313.0,Brinckmann,No,No,Germany,Construction,502.19,81.93,6037461.0,1002579.0,28.0,7,2013.0
313,314.0,LMG Building,Yes,No,Italy,Construction,499.55,81.67,6255970.0,1043440.0,12.0,6,1982.0
314,315.0,Nordic Unmanned,Yes,No,Norway,Aerospace & Defence,498.36,81.55,6305237.0,1122907.0,33.0,12,2013.0
315,316.0,Hemisphere,No,No,France,Property,493.89,81.09,6484822.0,1091925.0,6.0,2,2017.0
316,317.0,therapiezentrum.com NW,No,No,Germany,Health,491.72,80.87,2916337.0,492860.0,87.0,23,2017.0
317,318.0,Beauhurst,No,No,UK,Technology,488.5,80.54,5355215.0,916511.0,82.0,39,2010.0
318,319.0,C.U.N. Cargo Carriers,No,No,Romania,Transport,488.24,80.52,7103702.0,1207613.0,49.0,43,2017.0
319,320.0,MG Project,Yes,No,Italy,Telecoms,487.83,80.48,8208450.0,1396400.0,34.0,23,2016.0
320,321.0,BONMEA,Yes,No,Germany,Retail,487.47,80.44,14597418.0,2484783.0,6.0,3,2015.0
321,322.0,Oceanis Yachts,No,No,Italy,Travel & Leisure,486.88,80.38,3059130.0,521250.0,6.0,2,2007.0
322,323.0,OPUS DB,No,No,France,Construction,486.24,80.31,12171118.0,2076139.0,8.0,2,2016.0
323,324.0,Devensys Cybersecurity,No,No,France,Technology,486.08,80.3,3403055.0,580644.0,27.0,9,2013.0
324,325.0,Project Agora,No,No,Cyprus,Advertising,485.69,80.26,19798875.0,3380420.0,104.0,25,2016.0
325,326.0,BETTERTRUST,No,No,Germany,Advertising,483.67,80.05,4981938.0,853561.0,19.0,5,2012.0
326,327.0,Banale,No,No,Italy,Ecommerce,482.78,79.96,2051370.0,352000.0,10.0,3,2014.0
327,328.0,Maatwerk Online,No,No,The Netherlands,Sales & Marketing,481.07,79.78,1673382.0,287985.0,17.0,5,2013.0
328,329.0,Les constructeurs du bois,No,No,France,Property,479.95,79.67,5087783.0,877275.0,6.0,1,2011.0
329,330.0,Esserre Pharma,No,No,Italy,Pharmaceuticals,479.4,79.61,2556640.0,441260.0,10.0,6,2013.0
330,331.0,OnBuy.com,No,No,UK,Ecommerce,478.83,79.55,2720319.0,473344.0,18.0,8,2014.0
331,332.0,Gojob,Yes,No,France,Support Services,478.65,79.53,40546000.0,7007000.0,108.0,27,2015.0
332,333.0,Newroom,No,No,Germany,Retail,474.45,79.09,3669217.0,638739.0,10.0,6,2016.0
333,334.0,Christmas the Original,No,No,Italy,Retail,474.38,79.09,1994200.0,347190.0,9.0,3,2016.0
334,335.0,Dimaxbau,No,No,Germany,Construction,473.16,78.96,2003989.0,349641.0,16.0,5,2016.0
335,336.0,Comnovis IT,No,No,Germany,Technology,471.65,78.8,1900000.0,332372.0,9.0,2,2013.0
336,337.0,Die Direktkontakter,No,No,Germany,Support Services,471.6,78.8,2818000.0,493000.0,8.0,4,2016.0
337,338.0,Mega Trasporti,Yes,No,Italy,Transport,470.4,78.67,18168170.0,3185180.0,400.0,30,2010.0
338,339.0,LeHibou,Yes,No,France,Technology,470.21,78.65,13816792.0,2423113.0,40.0,9,2014.0
339,340.0,Stufe A Pellet Italia,Yes,No,Italy,Interiors,469.76,78.61,3598050.0,631500.0,13.0,3,2014.0
340,341.0,Aquis Exchange,Yes,Yes,UK,Financial Services,469.71,78.6,12824155.0,2267165.0,46.0,31,2012.0
341,342.0,Chattermill,Yes,No,UK,Technology,468.8,78.51,2306045.0,408336.0,50.0,8,2015.0
342,343.0,SchönerTel,No,No,Germany,Construction,468.18,78.44,16388546.0,2884392.0,45.0,10,2016.0
343,344.0,Global Work,Yes,Yes,Italy,Telecoms,467.98,78.42,3174000.0,558820.0,57.0,8,2011.0
344,345.0,allygatr,No,No,Germany,Support Services,465.92,78.2,1914500.0,338300.0,9.0,1,2012.0
345,346.0,Cru Wine,Yes,Yes,UK,Food & Beverage,465.78,78.19,9235946.0,1644134.0,14.0,3,2013.0
346,347.0,Abc Rent,Yes,No,Italy,Automobiles,462.56,77.85,21818000.0,3878370.0,8.0,5,2004.0
347,348.0,Superior Wellness,No,No,UK,Personal & Household Goods,461.12,77.7,54150622.0,9719653.0,57.0,20,2011.0
348,349.0,Schrott24,No,No,Austria,Waste management & recycling,460.83,77.67,14641523.0,2610679.0,12.0,3,2016.0
349,350.0,Mazzoni Etech,No,No,Italy,Industrial Goods,459.21,77.5,2344440.0,419240.0,14.0,3,2017.0
350,351.0,Berdugo Immobilier,No,No,France,Property,458.13,77.38,15049845.0,2696485.0,6.0,4,1996.0
351,352.0,Nova rent,No,No,Lithuania,Industrial Goods,456.25,77.18,8900000.0,1600000.0,37.0,9,2016.0
352,353.0,Rouvy,No,No,Czech Republic,Games industry,455.45,77.1,4058269.0,751071.0,38.0,13,2013.0
353,354.0,Business Analysis & Legal Expertise - B.A.L.E.,No,No,Italy,Management Consulting,452.48,76.78,2943020.0,532690.0,4.0,3,2015.0
354,355.0,JMB,No,No,Poland,Energy,452.2,76.75,70179000.0,12709000.0,381.0,172,2000.0
355,356.0,NOCNOC,No,No,France,Travel & Leisure,450.85,76.61,1596167.0,289766.0,13.0,2,2016.0
356,357.0,CrowdProperty,Yes,No,UK,Fintech,449.16,76.43,2941537.0,539486.0,33.0,5,2013.0
357,358.0,Tutos’Me,No,No,France,Education,447.76,76.28,4989872.0,910963.0,42.0,4,2015.0
358,359.0,Studio Eko’,No,No,Italy,Management Consulting,446.74,76.17,1740660.0,318370.0,10.0,4,2011.0
359,360.0,Beings,No,No,UK,Technology,444.42,75.92,1881768.0,348129.0,7.0,2,2010.0
360,361.0,dmrgroupltd.com,No,Yes,Poland,Chemicals & Pharmaceuticals,443.14,75.78,7050124.0,1418769.0,6.0,3,2013.0
361,362.0,Ice Telecommunications Ltd,No,No,UK,Telecoms,442.64,75.73,16067551.0,2982238.0,119.0,35,2014.0
362,363.0,Gallas Group,No,No,Italy,Support Services,441.64,75.62,4640710.0,856790.0,95.0,18,2012.0
363,364.0,Etracom,Yes,Yes,Italy,Ecommerce,439.61,75.4,22952660.0,4253600.0,10.0,4,2010.0
364,365.0,Xalient,No,No,UK,Technology,439.22,75.36,26199717.0,4893654.0,88.0,38,2015.0
365,366.0,Labevolution,No,No,Italy,Health,438.38,75.27,7264130.0,1349250.0,,5,2009.0
366,367.0,Kuadra,Yes,No,Italy,Interiors,435.19,74.92,3400580.0,635400.0,20.0,9,2015.0
367,368.0,Kyo Electric,Yes,Yes,Spain,Telecoms,433.2,74.7,5402302.0,1013181.0,8.0,3,2014.0
368,369.0,SoPost,No,No,UK,Technology,432.02,74.57,7825138.0,1481398.0,32.0,13,2012.0
369,370.0,S.F.R.E.,No,No,Italy,Construction,431.82,74.55,3004290.0,564910.0,44.0,7,2016.0
370,371.0,Sportstech,Yes,Yes,Germany,Retail,430.92,74.45,108500233.0,20436426.0,262.0,60,2012.0
371,372.0,Opéra Energie,Yes,No,France,Energy,427.38,74.06,11218211.0,2127151.0,98.0,40,2014.0
372,373.0,RouteNote,No,No,UK,Technology,427.36,74.06,38428858.0,7339330.0,76.0,28,2010.0
373,374.0,Doctify,No,No,UK,Health,425.6,73.87,2409255.0,461671.0,40.0,26,2016.0
374,375.0,Fruugo,Yes,No,UK,Ecommerce,425.57,73.86,21793194.0,4176347.0,67.0,30,2008.0
375,376.0,Insidemarketing,No,No,Germany,Technology,421.7,73.44,2971846.0,569646.0,15.0,7,2012.0
376,377.0,Falzi,No,No,Italy,Waste management & recycling,420.34,73.29,2037320.0,391540.0,11.0,2,2013.0
377,378.0,Atrys Health,No,No,Spain,Health,420.23,73.27,31396438.0,6035116.0,504.0,62,2015.0
378,379.0,Il Cantiere Costruzioni,No,No,Italy,Construction,420.04,73.25,4297790.0,826430.0,4.0,1,2016.0
379,380.0,Soorce,Yes,Yes,Germany,Support Services,418.96,73.13,15639618.0,3013629.0,22.0,13,2004.0
380,381.0,Sortlist,No,No,Belgium,Technology,418.47,73.08,3396000.0,655000.0,85.0,26,2013.0
381,382.0,VirtusLab,Yes,Yes,Poland,Technology,417.12,72.93,12468548.0,2635420.0,234.0,90,2010.0
382,383.0,SkalHuset.se,No,No,Sweden,Ecommerce,416.23,72.83,7342811.0,1454711.0,16.0,5,2012.0
383,384.0,VIPINO,No,No,Germany,Retail,415.23,72.72,11067681.0,2148122.0,26.0,6,2013.0
384,385.0,GEA Service,No,No,Italy,Waste management & recycling,411.71,72.32,6673050.0,1304060.0,133.0,30,2015.0
385,386.0,Gellify,Yes,No,Italy,Technology,411.64,72.31,5581540.0,1090920.0,62.0,12,2016.0
386,387.0,Billion Dollar Boy,Yes,No,UK,Advertising,411.37,72.28,13085484.0,2577297.0,92.0,42,2014.0
387,388.0,Westrafo,No,No,Italy,Energy,406.66,71.75,22072700.0,4356500.0,58.0,19,2014.0
388,389.0,Goboony,No,No,The Netherlands,Travel & Leisure,404.97,71.56,1718442.0,340309.0,21.0,10,2015.0
389,390.0,Multiservice Ambrosiana,No,No,Italy,Support Services,404.13,71.47,4266770.0,846360.0,180.0,60,2016.0
390,391.0,b&c systems,No,No,Germany,Construction,403.1,71.35,5339538.0,1061327.0,65.0,16,2016.0
391,392.0,S&G Solar,No,Yes,Bulgaria,Energy,402.58,71.29,3980920.0,792093.0,10.0,31,2014.0
392,393.0,BITTNET,No,Yes,Romania,Management Consulting,402.13,71.24,22436395.0,4641712.0,120.0,40,2007.0
393,394.0,Ibanfirst,Yes,Yes,Belgium,Fintech,400.9,71.1,12062697.0,2408187.0,204.0,47,2013.0
394,395.0,UPLINK Network,Yes,Yes,Germany,Telecoms,399.83,70.98,28140196.0,5629906.0,46.0,20,2013.0
395,396.0,BASE ORGANIC FOOD,No,No,France,Agricultural Commodities,399.44,70.93,10802997.0,2163006.0,25.0,6,2015.0
396,397.0,CurrentBody,No,No,UK,Ecommerce,398.9,70.87,38002441.0,7671961.0,74.0,20,2009.0
397,398.0,Apex Aero,No,No,UK,Aerospace & Defence,398.7,70.85,3812785.0,770031.0,6.0,1,2016.0
398,399.0,Startup Development House,No,No,Poland,Technology,398.69,70.85,1514111.0,303615.0,59.0,25,2016.0
399,400.0,Gruppo Gheron,No,No,Italy,Health,398.15,70.79,58422800.0,11728040.0,806.0,8,2010.0
400,401.0,DyFlowing,No,No,Italy,Technology,396.92,70.65,1696320.0,341370.0,30.0,5,2016.0
401,402.0,Digital Masters,No,No,Germany,Advertising,396.52,70.6,3019110.0,608053.0,40.0,22,2016.0
