,Rank,Name,in 2021 ranking,in 2020 ranking,Country,Sector,Absolute Growth Rate %,Compound Annual Growth Rate (CAGR) %,Revenue 2020 (€),Revenue 2017 (€),Number of employees 2020,Number of employees 2017,Founding Year
402,403.0,Prusseit Auto-Outlet,No,No,Germany,Automobiles,394.55,70.37,2576602.0,520998.0,17.0,3,2017.0
403,404.0,Techouse,No,No,Norway,Energy,394.51,70.37,31852584.0,6863940.0,72.0,30,2002.0
404,405.0,SVS,No,No,Italy,Construction,393.21,70.22,9694310.0,1965560.0,8.0,3,2016.0
405,406.0,TelcoSwitch Group,No,No,UK,Telecoms,390.55,69.91,7519236.0,1543824.0,86.0,18,2017.0
406,407.0,BOTHE-REIMANN Tortechnik,No,No,Germany,Construction,390.53,69.91,2277791.0,464354.0,8.0,3,2017.0
407,408.0,e-Pol / Personalizzalo,No,No,Italy,Ecommerce,389.87,69.83,16089160.0,3284400.0,12.0,8,2012.0
408,409.0,Riluxa,No,No,Spain,Interiors,389.78,69.82,3428464.0,700007.0,18.0,3,2016.0
409,410.0,Modalis,No,No,France,Transport,389.56,69.8,19169652.0,3915724.0,8.0,6,2002.0
410,411.0,OLYMPP,No,No,France,Technology,388.82,69.71,5512134.0,1127652.0,27.0,8,2016.0
411,412.0,Zeck Fishing,Yes,Yes,Germany,Retail,385.68,69.35,6806664.0,1401463.0,25.0,4,2013.0
412,413.0,StorPool Storage,No,No,Bulgaria,Technology,385.16,69.29,3306191.0,681460.0,25.0,16,2011.0
413,414.0,Vimcar,No,No,Germany,Technology,383.45,69.09,14674011.0,3035269.0,164.0,72,2013.0
414,415.0,JOANNES DISTRIBUTION SAS,No,Yes,France,Retail,381.19,68.83,7064900.0,1468200.0,8.0,5,2011.0
415,416.0,Sourcing Force,No,No,France,Technology,380.8,68.78,12806965.0,2663699.0,30.0,8,2011.0
416,417.0,Schalttechnik Nord,No,No,Germany,Technology,380.13,68.7,12489032.0,2601157.0,60.0,16,2000.0
417,418.0,DGC,No,No,Germany,Cyber Security,378.99,68.57,1577296.0,329298.0,27.0,5,2015.0
418,419.0,Superprof,Yes,Yes,France,Education,375.9,68.2,10168214.0,2136626.0,202.0,28,2013.0
419,420.0,Improveasy,Yes,No,UK,Management Consulting,375.47,68.15,26446798.0,5602132.0,48.0,12,2011.0
420,421.0,Viaréno,No,No,France,Construction,375.3,68.13,6937737.0,1459655.0,30.0,8,2014.0
421,422.0,CMT,No,No,Slovakia,Waste management & recycling,373.76,67.95,1951232.0,411858.0,19.0,10,2013.0
422,423.0,Rets,No,No,Poland,Property,373.42,67.91,5206032.0,1201964.0,97.0,31,2014.0
423,424.0,MUBI,No,No,UK,Media,373.09,67.87,18356623.0,3954351.0,104.0,33,2007.0
424,425.0,Dynamicom Education,No,No,Italy,Education,372.95,67.86,9018160.0,1906790.0,27.0,3,2001.0
425,426.0,Touch4IT,No,No,Slovakia,Technology,371.54,67.69,2064141.0,437747.0,47.0,25,2015.0
426,427.0,TattaHome.com,No,No,Italy,Interiors,369.96,67.5,2800000.0,595800.0,8.0,4,1986.0
427,428.0,Speechmatics,Yes,Yes,UK,Technology,368.02,67.27,7161145.0,1541070.0,90.0,37,2006.0
428,429.0,Samy Road,Yes,Yes,Spain,Advertising,367.32,67.19,19458114.0,4163750.0,118.0,20,2012.0
429,430.0,Prometeo,No,No,Italy,Support Services,367.12,67.16,3580500.0,766510.0,9.0,6,2006.0
430,431.0,Dialectica,Yes,No,UK,Management Consulting,366.38,67.08,17078846.0,3688264.0,260.0,65,2015.0
431,432.0,Wolf & Badger,Yes,No,UK,Ecommerce,365.87,67.01,11604670.0,2508842.0,62.0,32,2009.0
432,433.0,Eco CO2,Yes,Yes,France,Support Services,365.14,66.93,9220216.0,1982251.0,94.0,28,2009.0
433,434.0,Lakógép Kft.,No,No,Hungary,Construction,364.94,66.9,25335854.0,6328462.0,20.0,3,2011.0
434,435.0,Beyer Betonwaren,No,No,Germany,Construction,364.9,66.9,2062749.0,443694.0,20.0,9,2017.0
435,436.0,Fill Up Média,Yes,Yes,France,Media,362.48,66.61,4999802.0,1081079.0,42.0,12,2011.0
436,437.0,Zara Imballaggi Fabriano,Yes,No,Italy,Industrial Goods,362.41,66.6,2297210.0,496790.0,6.0,4,1984.0
437,438.0,CD Projekt,No,No,Poland,Games industry,361.78,66.52,468257487.0,110835763.0,1177.0,744,1994.0
438,439.0,VPACE Bikes,No,No,Germany,Retail,361.24,66.46,2643580.0,573145.0,10.0,1,2015.0
439,440.0,Tooltester,Yes,No,Spain,Sales & Marketing,361.17,66.45,3646507.0,790712.0,6.0,0,2014.0
440,441.0,Bunker Partner,Yes,Yes,Estonia,Energy,361.12,66.45,101726265.0,22060642.0,7.0,2,2015.0
441,442.0,Tikamoon,No,No,France,Ecommerce,360.01,66.31,56122322.0,12200275.0,130.0,40,2006.0
442,443.0,S.T.A.R. Digital,No,No,Croatia,Advertising,359.98,66.31,3211868.0,699907.0,8.0,10,2013.0
443,444.0,Funding Options,Yes,No,UK,Fintech,359.62,66.26,5922043.0,1297717.0,62.0,29,2011.0
444,445.0,Isimed,No,No,Italy,Health,359.61,66.26,4828920.0,1050660.0,14.0,8,2014.0
445,446.0,"Sonar, SonarQube, SonarCloud, SonarLint",No,No,Switzerland,Technology,358.59,66.14,83632640.0,16861349.0,195.0,50,2008.0
446,447.0,Scherer,No,No,Germany,Support Services,358.37,66.11,4285766.0,934994.0,30.0,4,2016.0
447,448.0,Mycroclean Italia,No,No,Italy,Support Services,357.44,66.0,3366730.0,736000.0,24.0,14,2002.0
448,449.0,Piscor,No,No,Italy,Ecommerce,356.25,65.86,4842410.0,1061360.0,16.0,8,2015.0
449,450.0,Marwincar,Yes,No,Italy,Automobiles,356.21,65.85,5083140.0,1114200.0,3.0,1,2016.0
450,451.0,Brighton & Hove Albion Football Club,No,No,UK,Travel & Leisure,355.67,65.79,148505285.0,32824451.0,1038.0,288,1993.0
451,452.0,INPE Transport,No,No,Bulgaria,Transport,355.58,65.78,1816274.0,398676.0,60.0,5,2015.0
452,453.0,RTB House,Yes,Yes,Poland,Technology,355.45,65.76,191601076.0,45981552.0,773.0,266,2013.0
453,454.0,Obiz,Yes,Yes,France,Media,353.69,65.55,15377000.0,3389300.0,38.0,27,2010.0
454,455.0,VmWay,Yes,Yes,Italy,Technology,351.01,65.22,15901220.0,3525720.0,70.0,33,2012.0
455,456.0,Legimi,No,No,Poland,Media,350.96,65.21,7007093.0,1698358.0,12.0,8,2009.0
456,457.0,MSG Beauty,No,No,Germany,Retail,350.83,65.2,2910737.0,645633.0,11.0,5,2011.0
457,458.0,Leogra Trading,No,No,Germany,Retail,350.12,65.11,5078464.0,1128243.0,11.0,4,2014.0
458,459.0,Benefind,No,No,Italy,Technology,347.56,64.8,2262490.0,505520.0,32.0,10,2012.0
459,460.0,AB Oil & Gas Service,No,No,Italy,Support Services,347.12,64.74,2310000.0,516640.0,13.0,5,2017.0
460,461.0,Mailtrack,Yes,No,Spain,Technology,344.41,64.41,3445698.0,775341.0,23.0,14,2013.0
461,462.0,Bumper,Yes,No,UK,Fintech,343.11,64.25,3394214.0,771504.0,33.0,15,2013.0
462,463.0,OTL - Online Trainer,No,No,Germany,Health,342.81,64.21,6607564.0,1492190.0,46.0,22,2015.0
463,464.0,Macingo Technologies,No,No,Italy,Support Services,342.52,64.18,1601000.0,361790.0,17.0,9,2014.0
464,465.0,MYCS,No,No,Germany,Retail,340.45,63.92,39355846.0,8935361.0,210.0,120,2014.0
465,466.0,Audience Serv,No,No,Germany,Advertising,339.5,63.8,6107018.0,1389534.0,92.0,23,2008.0
466,467.0,Start,No,No,Italy,Telecoms,339.5,63.8,3769100.0,857590.0,8.0,4,2012.0
467,468.0,MvH Media,No,No,The Netherlands,Sales & Marketing,338.88,63.73,2391654.0,544943.0,29.0,8,2010.0
468,469.0,PURE GAMING,Yes,Yes,France,Ecommerce,338.29,63.65,6984956.0,1593667.0,2.0,1,2010.0
469,470.0,Parcel Compare,No,No,UK,Transport,337.44,63.55,9085936.0,2091995.0,8.0,4,1998.0
470,471.0,Ames Centro Polidiagnostico Strumentale,Yes,Yes,Italy,Health,337.37,63.54,40391360.0,9235130.0,81.0,71,1979.0
471,472.0,Arcadia Italia,No,No,Italy,Energy,337.22,63.52,3249140.0,743130.0,6.0,1,2016.0
472,473.0,Zia Lucia,Yes,No,UK,Restaurants,336.69,63.45,4853930.0,1119494.0,43.0,16,2016.0
473,474.0,Travaglini Costruzioni,No,No,Italy,Construction,333.49,63.05,4603740.0,1062010.0,37.0,16,1952.0
474,475.0,Versa Design Zycle,No,No,Spain,Technology,331.97,62.86,9501888.0,2199640.0,81.0,10,2008.0
475,476.0,MAUCHER CONSULT,No,No,Germany,Construction,331.77,62.84,1952000.0,452091.0,15.0,5,2016.0
476,477.0,Ayes,Yes,No,Italy,Technology,331.2,62.76,10827070.0,2510930.0,137.0,51,2015.0
477,478.0,BrandUp Group,Yes,No,Italy,Advertising,331.08,62.75,2718640.0,630660.0,5.0,1,2016.0
478,479.0,Opyn,No,No,Italy,Financial Services,329.74,62.58,4168220.0,969930.0,19.0,11,2012.0
479,480.0,VAR Capital,No,No,UK,Financial Services,329.62,62.57,2132001.0,499815.0,8.0,4,2014.0
480,481.0,StoryTerrace,No,No,UK,Technology,329.0,62.49,2843048.0,667467.0,25.0,9,2017.0
481,482.0,Blubit,No,No,Slovenia,Technology,328.98,62.48,2964852.0,691140.0,22.0,8,2009.0
482,483.0,ZEN’UP,No,No,France,Insurance,328.62,62.44,1891361.0,441271.0,9.0,9,2014.0
483,484.0,Lörcher Bauunternehmen,No,No,Germany,Construction,328.53,62.43,3932792.0,917735.0,25.0,17,2001.0
484,485.0,Barcode Architects,No,No,The Netherlands,Architecture,327.77,62.33,4851997.0,1134256.0,62.0,23,2010.0
485,486.0,TOP CHALEUR,No,No,France,Retail,326.52,62.17,7260096.0,1702165.0,27.0,9,2002.0
486,487.0,Seingim,Yes,Yes,Italy,Construction,326.09,62.12,13479380.0,3163540.0,160.0,52,1999.0
487,488.0,Amphibian Scaffolding,No,No,UK,Construction,325.82,62.08,4011415.0,948813.0,49.0,21,2008.0
488,489.0,Beliani,No,No,Liechtenstein,Ecommerce,325.61,62.06,93438770.0,20298288.0,551.0,205,2009.0
489,490.0,Hatstore,Yes,No,Sweden,Ecommerce,325.42,62.03,17453187.0,4195789.0,45.0,17,2011.0
490,491.0,Carpenteria Martino,No,No,Italy,Construction,325.19,62.0,9719750.0,2286000.0,27.0,19,2006.0
491,492.0,CapitalOnTap,Yes,Yes,UK,Fintech,324.99,61.98,82238372.0,19489369.0,147.0,61,2012.0
492,493.0,Netguru,No,No,Poland,Technology,324.26,61.89,34677235.0,8933769.0,637.0,199,2008.0
493,494.0,Fazio,No,No,Italy,Retail,322.41,61.65,3375810.0,799170.0,7.0,6,2014.0
494,495.0,Grillfürst,No,No,Germany,Retail,322.06,61.61,38599408.0,9145411.0,84.0,37,2010.0
495,496.0,Dealernet,No,No,Italy,Automobiles,320.92,61.46,22704300.0,5394020.0,18.0,14,2017.0
496,497.0,Alpha Real Estate,Yes,Yes,Germany,Property,319.89,61.33,119161137.0,28378990.0,57.0,14,2013.0
497,498.0,Appwise,No,No,Belgium,Technology,319.07,61.22,4546110.0,1084812.0,74.0,12,2013.0
498,499.0,Convert Group,Yes,No,Greece,Technology,318.77,61.18,2789489.0,666118.0,55.0,17,2014.0
499,500.0,Revolution Race,Yes,No,Sweden,Ecommerce,318.3,61.12,89332521.0,21841341.0,65.0,17,2013.0
500,501.0,GONG Galaxy,No,No,France,Retail,318.01,61.09,11320706.0,2708258.0,40.0,11,2009.0
501,502.0,GDR Costruzioni,No,No,Italy,Construction,317.99,61.09,1573480.0,376440.0,8.0,8,2011.0
502,503.0,Emporio Elettrico,No,No,Italy,Ecommerce,317.84,61.07,1979050.0,473640.0,4.0,1,2015.0
503,504.0,Exscientia AI,Yes,No,UK,Technology,317.63,61.04,10807048.0,2606296.0,87.0,15,2012.0
504,505.0,Featurespace,No,No,UK,Fintech,316.08,60.84,23501473.0,5688822.0,324.0,128,2005.0
505,506.0,XL ENERGIES,No,No,France,Energy,315.16,60.72,8358760.0,2013403.0,11.0,3,2016.0
506,507.0,Claveria,No,No,Spain,Support Services,314.56,60.64,4715363.0,1137450.0,43.0,20,2015.0
507,508.0,Timberagents,No,No,Germany,Retail,313.98,60.57,5302985.0,1280989.0,4.0,3,2010.0
508,509.0,fermeture econ’home,No,No,France,Construction,312.82,60.42,1862632.0,451196.0,30.0,2,2012.0
509,510.0,NRSE,No,No,Sweden,Management Consulting,309.97,60.05,3268813.0,815449.0,70.0,20,2014.0
510,511.0,SIMWERT,Yes,Yes,Germany,Telecoms,309.05,59.93,26386701.0,6450759.0,21.0,16,2011.0
511,512.0,Flex Legal,No,No,UK,Law,308.66,59.88,4319146.0,1064498.0,24.0,2,2015.0
512,513.0,Documaster,Yes,No,Norway,Technology,308.41,59.85,3328791.0,868552.0,41.0,15,2010.0
513,514.0,Immo-Team Allgäu,No,No,Germany,Construction,308.37,59.84,21974565.0,5381108.0,4.0,1,2014.0
514,515.0,creditshelf,Yes,No,Germany,Financial Services,307.62,59.74,4899200.0,1201900.0,57.0,17,2014.0
515,516.0,Blife,Yes,No,Italy,Food & Beverage,306.7,59.62,4133980.0,1016480.0,10.0,7,2016.0
516,517.0,Nohup,Yes,No,Italy,Technology,306.29,59.57,4785480.0,1177860.0,18.0,9,2004.0
517,518.0,Noctuai,Yes,No,Poland,Technology,306.22,59.56,2443117.0,657377.0,56.0,17,2012.0
518,519.0,Ares,Yes,Yes,Germany,Industrial Goods,305.8,59.5,14000000.0,3450000.0,96.0,47,2013.0
519,520.0,Moonpig Group,No,No,UK,Ecommerce,305.66,59.49,411390748.0,102139979.0,399.0,242,2000.0
520,521.0,Wealth Club,No,No,UK,Financial Services,304.87,59.38,6774867.0,1685348.0,22.0,15,2016.0
521,522.0,FACTORY,No,No,France,Property,304.26,59.3,12609000.0,3119000.0,25.0,4,2016.0
522,523.0,Beck Ingredients,No,No,Spain,Health,303.81,59.24,7532293.0,1865319.0,6.0,2,2016.0
523,524.0,Mentors & Partners Group,No,No,Hungary,Management Consulting,303.44,59.19,1822227.0,524552.0,3.0,3,2010.0
524,525.0,SB Supply,Yes,No,The Netherlands,Ecommerce,303.38,59.19,4363977.0,1081844.0,9.0,4,2011.0
525,526.0,Mediaboard,No,No,Czech Republic,Media,302.65,59.09,2243594.0,572798.0,24.0,8,2015.0
526,527.0,DW TRANS,Yes,Yes,France,Transport,302.41,59.06,9485173.0,2357096.0,80.0,20,2012.0
527,528.0,NACELEXPERT,No,No,France,Industrial Goods,301.53,58.94,2727392.0,679247.0,4.0,2,2006.0
528,529.0,keylight,No,No,Germany,Technology,301.43,58.93,3499555.0,871779.0,31.0,14,2015.0
529,530.0,Technacy,No,No,Italy,Technology,301.4,58.92,3059440.0,762200.0,13.0,3,2011.0
530,531.0,Genoskin,No,No,France,Chemicals & Pharmaceuticals,300.97,58.87,2810120.0,700823.0,25.0,12,2011.0
531,532.0,Payment Assist,Yes,Yes,UK,Fintech,297.51,58.41,5993895.0,1518678.0,21.0,12,2013.0
532,533.0,my Boo,No,No,Germany,Retail,297.47,58.4,4706000.0,1184000.0,65.0,14,2013.0
533,534.0,84codes.com,Yes,Yes,Sweden,Technology,297.46,58.4,12120207.0,3118698.0,25.0,11,2012.0
534,535.0,KLG LIQUIDA,No,No,Germany,Chemicals & Pharmaceuticals,297.29,58.38,5034595.0,1267224.0,20.0,6,2013.0
535,536.0,Ignimission,No,No,France,Technology,297.08,58.35,2280542.0,574323.0,35.0,8,2011.0
536,537.0,Adamant BioNRG,No,No,Italy,Energy,297.06,58.35,117997000.0,29718000.0,7.0,4,2013.0
537,538.0,Xplort,No,No,UK,Interiors,296.93,58.33,2252358.0,571513.0,5.0,2,2015.0
538,539.0,Bambridge Accountants,Yes,No,UK,Financial Services,296.71,58.3,3368822.0,855283.0,12.0,7,2010.0
539,540.0,G2Park,No,No,Slovakia,Property,295.97,58.2,2902148.0,732924.0,13.0,7,2016.0
540,541.0,Pelizzari Studio,No,No,Italy,Architecture,295.97,58.2,2625660.0,663100.0,5.0,2,2014.0
541,542.0,Postex,Yes,No,The Netherlands,Technology,293.41,57.86,5248908.0,1334213.0,9.0,4,2014.0
542,543.0,Consorzio Stabile Ambientemilia,Yes,Yes,Italy,Waste management & recycling,291.25,57.57,9752760.0,2492730.0,5.0,5,2013.0
543,544.0,Yocabe’,Yes,No,Italy,Ecommerce,290.92,57.53,3293860.0,842600.0,12.0,6,2016.0
544,545.0,Chez Nestor,Yes,Yes,France,Property,290.88,57.52,8559263.0,2189720.0,33.0,19,2012.0
545,546.0,Mint Italia,No,No,Italy,Transport,288.59,57.22,2415110.0,621500.0,9.0,2,2016.0
546,547.0,Sendcloud,Yes,Yes,The Netherlands,Ecommerce,288.44,57.2,81775452.0,21052232.0,233.0,27,2012.0
547,548.0,Datakey Software Engineering,No,No,Italy,Technology,288.19,57.16,1898000.0,488940.0,10.0,6,2008.0
548,549.0,Metaminds,Yes,Yes,Romania,Cyber Security,287.56,57.08,32103084.0,8605113.0,41.0,21,2015.0
549,550.0,Time Vision,No,No,Italy,Education,287.38,57.05,2793340.0,721090.0,29.0,11,2012.0
550,551.0,Werksräder24,Yes,Yes,Germany,Automobiles,287.21,57.03,14896000.0,3847000.0,36.0,16,2013.0
551,552.0,FOD Mobility Group,Yes,No,UK,Technology,286.81,56.98,13309945.0,3465675.0,70.0,35,2008.0
552,553.0,Selferg,No,No,Italy,Energy,285.39,56.78,2050130.0,531960.0,60.0,10,2007.0
553,554.0,Poppri Fashion Auctions,Yes,No,Lithuania,Ecommerce,284.74,56.7,13028856.0,3386414.0,94.0,45,2012.0
554,555.0,Vizion Network,Yes,No,UK,Automobiles,284.49,56.66,117817156.0,30862156.0,194.0,156,2008.0
555,556.0,Beyond Law Group*,No,No,UK,Law,284.1,56.61,8233616.0,2159010.0,66.0,27,2017.0
556,557.0,EDA Warehousing,No,No,Germany,Transport,284.03,56.6,4570000.0,1190000.0,14.0,13,2014.0
557,558.0,BPV,No,No,Germany,Telecoms,283.29,56.5,22704275.0,5923571.0,90.0,45,2013.0
558,559.0,Ultra Premium Direct,Yes,No,France,Agricultural Commodities,283.21,56.49,20779890.0,5422583.0,81.0,29,2013.0
559,560.0,AFR-IX telecom,Yes,Yes,Spain,Telecoms,283.01,56.46,9933867.0,2593649.0,24.0,12,2013.0
560,561.0,Blue energy,No,No,Poland,Cyber Security,282.71,56.42,4527970.0,1293181.0,44.0,28,2010.0
561,562.0,C’JUSTE PARIS,No,No,France,Retail,282.63,56.41,2404398.0,628388.0,15.0,5,2013.0
562,563.0,SOS-accessoire,No,No,France,Ecommerce,281.74,56.29,14690408.0,3848262.0,44.0,13,2007.0
563,564.0,Hannes König,No,No,Germany,Construction,281.19,56.21,8750671.0,2295632.0,27.0,18,2017.0
564,565.0,ZANATTA media group,No,No,Germany,Advertising,280.58,56.13,8383859.0,2202906.0,9.0,6,2007.0
565,566.0,Wastepack,No,No,UK,Waste management & recycling,280.36,56.1,22373295.0,5924389.0,20.0,18,1997.0
566,567.0,Radar Consulting Italia,No,No,Italy,Support Services,279.04,55.92,1580450.0,416960.0,17.0,7,2010.0
567,568.0,Agriconomie,Yes,Yes,France,Agricultural Commodities,278.58,55.86,37248117.0,9838779.0,53.0,32,2014.0
568,569.0,AnyTech365,Yes,Yes,Spain,Technology,275.94,55.49,18743704.0,4985758.0,364.0,187,2014.0
569,570.0,Cladspray Solutions,No,No,UK,Construction,275.83,55.48,1863819.0,499484.0,12.0,4,2013.0
570,571.0,iM Global Partner,No,No,France,Financial Services,274.9,55.35,31463692.0,8392541.0,50.0,10,2015.0
571,572.0,Confinvest,No,No,Italy,Precious metals,274.52,55.3,41130000.0,10982110.0,6.0,2,1983.0
572,573.0,Ethic Technology,Yes,Yes,France,Technology,274.15,55.24,8340824.0,2229273.0,3.0,2,2012.0
573,574.0,Bomax,Yes,No,Italy,Telecoms,273.47,55.15,71290680.0,19088830.0,7.0,6,2001.0
574,575.0,KK-Trade,No,No,Germany,Retail,273.12,55.1,4383254.0,1174770.0,15.0,4,2017.0
575,576.0,Marsapet,No,No,Germany,Retail,273.03,55.09,3960200.0,1061642.0,26.0,4,2015.0
576,577.0,Gruppo Tera,Yes,No,Italy,Ecommerce,272.54,55.02,20222750.0,5428300.0,16.0,8,2015.0
577,578.0,CodicePlastico,No,No,Italy,Technology,272.18,54.97,3068430.0,824450.0,14.0,7,2009.0
578,579.0,Tremend,No,Yes,Romania,Technology,272.13,54.96,20679155.0,5772716.0,426.0,185,2005.0
579,580.0,Doofinder,No,No,Spain,Technology,271.97,54.94,6590434.0,1771758.0,61.0,17,2010.0
580,581.0,Hostinger,Yes,Yes,Lithuania,Technology,271.81,54.92,25860664.0,6955394.0,780.0,80,2004.0
581,582.0,Catalyx,Yes,Yes,Switzerland,Sales & Marketing,271.64,54.9,6540543.0,1627160.0,39.0,9,2013.0
582,583.0,Harness Code,No,No,Bulgaria,Sales & Marketing,270.79,54.78,2223308.0,599612.0,9.0,6,2016.0
583,584.0,Nanoprom Chemicals,No,No,Italy,Chemicals & Pharmaceuticals,270.68,54.76,2779910.0,749940.0,17.0,5,2014.0
584,585.0,Elite,No,Yes,Spain,Construction,270.39,54.72,10060550.0,2716240.0,49.0,27,2012.0
585,586.0,AppUnite,Yes,Yes,Poland,Technology,268.98,54.53,4424063.0,1310532.0,119.0,26,2012.0
586,587.0,Eskalia et Nakupenda,No,No,France,Retail,268.92,54.52,1515414.0,410775.0,7.0,2,2006.0
587,588.0,LGX Logistics,No,No,Germany,Transport,268.2,54.42,8070059.0,2191733.0,12.0,3,2006.0
588,589.0,Polipop,No,No,Portugal,Industrial Goods,268.16,54.41,3351671.0,910392.0,22.0,11,2015.0
589,590.0,StampaSi,No,No,Italy,Ecommerce,268.08,54.4,2543820.0,691110.0,10.0,1,2016.0
590,591.0,CAM,No,No,Italy,Industrial Goods,268.05,54.4,12280490.0,3336600.0,67.0,45,1984.0
591,592.0,Plug In Digital,Yes,Yes,France,Media,267.75,54.35,13767602.0,3743740.0,37.0,12,2012.0
592,593.0,Predica,No,No,Poland,Technology,267.32,54.29,17589082.0,5233937.0,241.0,82,2009.0
593,594.0,Ocean Transport,No,No,Spain,Transport,266.84,54.23,4783846.0,1304073.0,19.0,2,2009.0
594,595.0,Serinus,No,No,UK,Energy,265.81,54.08,19651446.0,5474802.0,75.0,103,1997.0
595,596.0,DEMV Deutscher Maklerverbund,Yes,No,Germany,Financial Services,264.32,53.87,5012841.0,1375943.0,50.0,20,2009.0
596,597.0,STI Norland,Yes,No,Spain,Energy,263.37,53.74,199822150.0,54990779.0,221.0,53,1996.0
597,598.0,HD Elektrotechnik,Yes,No,Germany,Technology,263.34,53.73,4207672.0,1158042.0,76.0,27,2011.0
598,599.0,Engenie Group,No,No,Italy,Technology,262.6,53.63,2025040.0,558480.0,9.0,1,2017.0
599,600.0,Groupe N.A.T,Yes,No,France,Support Services,261.42,53.46,4180122.0,1156596.0,64.0,25,2016.0
600,601.0,La Sarraz Pictures,No,No,Italy,Media,260.9,53.39,1513710.0,419430.0,5.0,2,2015.0
601,602.0,Smart-Planet,No,No,Germany,Retail,260.22,53.29,4598207.0,1276483.0,9.0,5,2016.0
602,603.0,Sidea Group,Yes,No,Italy,Management Consulting,260.17,53.29,2429590.0,674560.0,49.0,8,2015.0
